question,choices,answerKey
The periodic table provides information about the atoms of different elements. Which is a characteristic of an atom determines what element it is?,"{'text': ['number of neutrons', 'number of protons', 'state of matter', 'atomic mass'], 'label': ['A', 'B', 'C', 'D']}",B
Joel made some measurements and recorded this data: Sample 1 - 45 mL Sample 2 - 15 mL Sample 3 - 30 mL Sample 4 - 20 mL Which of these tools would most likely have been used to obtain these measurements?,"{'text': ['test tube', 'meter stick', 'spring scale', 'graduated cylinder'], 'label': ['A', 'B', 'C', 'D']}",D
A teacher demonstrates a chemical reaction. A student observes that the test tube in which the reaction occurs becomes warm. What is the source of the thermal energy generated by the reaction?,"{'text': ['energy stored in the reactants', 'breaking bonds of the reactants', 'kinetic energy absorbed by the reaction', 'potential energy absorbed by the reaction'], 'label': ['A', 'B', 'C', 'D']}",A
Deer provide food for wolves. How does this relationship also benefit the deer herd?,"{'text': ['by protecting deer from other predators', 'by controlling the deer population', 'by decreasing diversity within the herd', 'by protecting the deer from disease'], 'label': ['A', 'B', 'C', 'D']}",B
In what way does society benefit from research on diseases?,"{'text': ['New illnesses will develop.', 'Doctors will visit their patients at home.', 'More families will move closer to hospitals.', 'Many illnesses will be prevented or cured.'], 'label': ['A', 'B', 'C', 'D']}",D
Which energy transformation takes place in a gasoline lawn mower?,"{'text': ['potential energy to electrical energy', 'electrical energy to potential energy', 'kinetic energy to chemical energy', 'chemical energy to mechanical energy'], 'label': ['A', 'B', 'C', 'D']}",D
Which of the following can only be seen with a telescope?,"{'text': ['the moon-like phases of Venus', ""the phases of Earth's moon"", 'a lunar eclipse', 'a solar eclipse'], 'label': ['A', 'B', 'C', 'D']}",A
The rocks that form most of the Sierra Nevada are granitic rocks. This means that the mountains were most likely formed by,"{'text': ['strike-slip faults.', 'transform boundaries.', 'volcanic activity.', 'land subsidence.'], 'label': ['A', 'B', 'C', 'D']}",C
"In 1872, the United States created a national park called Yellowstone. The park includes more than two million acres in the three states of Idaho, Montana, and Wyoming. Which statement best explains why national parks have a positive effect on ecosystems?","{'text': ['National parks limit people from seeing wildlife.', 'National parks limit mining, logging, and hunting.', 'National parks protect land for farmers and ranchers.', 'National parks protect land for people to build houses.'], 'label': ['A', 'B', 'C', 'D']}",B
"According to the endosymbiotic theory, double-membrane mitochondria originated as a result of some larger eukaryotic cells with flexible membranes engulfing smaller prokaryotic cells. Which of these explains where the outer layer of the double membrane of the mitochondria originated?","{'text': ['the plasma membrane of the eukaryotic host', 'the nuclear membrane of the eukaryotic host', 'the ribosomes of the engulfed prokaryotic cell', 'the lysosomes of the engulfed prokaryotic cell'], 'label': ['A', 'B', 'C', 'D']}",A
"Toni got a cut on her arm while playing in a softball game. A few weeks later, the cut was healed. Which process is most responsible for repairing the cut?","{'text': ['signals transported by nerve cells', 'exchange of oxygen in the lungs', 'transport of waste by blood', 'reproduction of skin cells'], 'label': ['A', 'B', 'C', 'D']}",D
A pot of cold water was heated on a stove until the water boiled. Which of the following best explains why the water was able to boil?,"{'text': ['The hot stove absorbed cold from the pot.', 'The cold water absorbed heat from the pot.', 'The hot stove gave off heat to the surrounding air.', 'The cold water gave off cold to the surrounding air.'], 'label': ['A', 'B', 'C', 'D']}",B
"A spring-fed stream forms a pond that contains watercress plants, minnows, and crayfish. The pond receives 5 hours of direct sunlight every day. Which of the following is an abiotic factor in this ecosystem?","{'text': ['the pond water', 'the watercress plants', 'the minnows', 'the crayfish'], 'label': ['A', 'B', 'C', 'D']}",A
A modern theory of the origin of the universe proposes that the first atoms formed were primarily atoms of which element?,"{'text': ['iron', 'carbon', 'helium', 'hydrogen'], 'label': ['A', 'B', 'C', 'D']}",D
A star is a large astronomical body that,"{'text': ['reflects light.', 'condenses light.', 'emits light.', 'absorbs light.'], 'label': ['A', 'B', 'C', 'D']}",C
What happens to water when it boils?,"{'text': ['It changes color.', 'It becomes heavier.', 'It changes into water vapor.', 'It stops bubbling.'], 'label': ['A', 'B', 'C', 'D']}",C
"Ms. Bristol measured the mass of a closed beaker containing several ice cubes. The mass was 100 g. An hour later, after the ice cubes had melted, Ms. Bristol measured the mass of the beaker again. What was the mass of the beaker of water the second time?","{'text': ['50 g', '75 g', '100 g', '125 g'], 'label': ['A', 'B', 'C', 'D']}",C
A student has two solid samples of the same substance. Which property do the substances most likely have in common?,"{'text': ['density', 'mass', 'shape', 'volume'], 'label': ['A', 'B', 'C', 'D']}",A
In which object does chemical energy most likely transform into electrical energy?,"{'text': ['a candle', 'a mirror', 'a flashlight', 'a television'], 'label': ['A', 'B', 'C', 'D']}",C
"What is the mass number of an atom with 17 protons, 17 electrons, and 18 neutrons?","{'text': ['17', '34', '35', '52'], 'label': ['A', 'B', 'C', 'D']}",C
Some machines can remove the salt that is in seawater. How does removing salt from seawater most help people?,"{'text': ['provides useable drinking water', 'creates cleaner water for rivers', 'enables more fish to live in lake water', 'allows more plants to grow along rivers'], 'label': ['A', 'B', 'C', 'D']}",A
Which body system is most affected by a disease that causes the bones to become weak and brittle?,"{'text': ['excretory', 'muscular', 'skeletal', 'nervous'], 'label': ['A', 'B', 'C', 'D']}",C
Why can a small fire be put out by placing a heavy blanket over it?,"{'text': ['This lowers the temperature.', 'This makes the flames smaller.', 'This absorbs the burning substance.', 'This keeps oxygen from reaching the fire.'], 'label': ['A', 'B', 'C', 'D']}",D
There is a river at the base of Mount Tom. In the spring the water level is usually very high. In the summer it is lower. The higher level of water during the spring comes from,"{'text': ['hurricanes.', 'melting snow.', 'tornadoes.', 'evaporating water.'], 'label': ['A', 'B', 'C', 'D']}",B
Earthquake waves are recorded by seismograph machines. What does an earthquake wave transmit?,"{'text': ['energy', 'light', 'particles', 'speed'], 'label': ['A', 'B', 'C', 'D']}",A
"The snowshoe hare was once common in Maryland. In 1986, researchers in the state noted that the snowshoe hare was no longer found in Maryland. Which statement best explains why the snowshoe hare is no longer found in Maryland?","{'text': ['Water quality has improved.', 'There are too many trees.', 'The temperature is too cold.', 'Housing developments have replaced fields.'], 'label': ['A', 'B', 'C', 'D']}",D
"In the initial stages of manned space exploration, scientists needed to address adequate nutrition to provide astronauts with energy throughout the mission. Which of these criteria could not be used when considering food and energy for astronauts during manned space flights?","{'text': ['history of space food', 'food crumbs in zero gravity', 'rehydration of certain foods', 'food storage for long periods'], 'label': ['A', 'B', 'C', 'D']}",A
Which is the best example of evaporation?,"{'text': ['raindrops freezing', 'an ice cube melting', 'a puddle drying in the sun', 'a sponge soaking up water'], 'label': ['A', 'B', 'C', 'D']}",C
"In a forest community, trees produce leaves that can be eaten by deer. The leaves also fall to the forest floor during autumn. Fungi break the leaves down into nutrients that enter the soil. What is the decomposer in this forest community?","{'text': ['the soil', 'the deer', 'the trees', 'the fungi'], 'label': ['A', 'B', 'C', 'D']}",D
"Compared to Earth, the Moon is","{'text': ['drier.', 'larger.', 'heavier.', 'brighter.'], 'label': ['A', 'B', 'C', 'D']}",A
What process forms an image in a mirror?,"{'text': ['absorbing light', 'reflecting light', 'refracting light', 'transmitting light'], 'label': ['A', 'B', 'C', 'D']}",B
Which is an example of a physical change?,"{'text': ['ice melting', 'nail rusting', 'bread baking', 'wood burning'], 'label': ['A', 'B', 'C', 'D']}",A
Which of the following describes an object that must have a net negative charge?,"{'text': ['It contains more molecules than atoms.', 'It contains more electrons than protons.', 'It is carrying an electric current.', 'It is made of metal.'], 'label': ['A', 'B', 'C', 'D']}",B
"Rocks found on Earth are classified as sedimentary, metamorphic, or igneous based on","{'text': ['where the rocks were found.', 'how the rocks were formed.', 'the composition of the rocks.', 'the color and shape of the rocks.'], 'label': ['A', 'B', 'C', 'D']}",B
Which of the following is formed when two elements combine chemically?,"{'text': ['an atom', 'a compound', 'an electron', 'a mixture'], 'label': ['A', 'B', 'C', 'D']}",B
Which of the following is the most important safety practice when using a rock hammer on a geology field trip?,"{'text': ['wear gloves while breaking rocks', 'wear goggles while breaking rocks', 'have a bucket of sand in case of sparks', 'have a clean eye-wash station available'], 'label': ['A', 'B', 'C', 'D']}",B
"To which organ system do the esophagus, liver, pancreas, small intestine, and colon belong?","{'text': ['reproductive system', 'excretory system', 'digestive system', 'endocrine system'], 'label': ['A', 'B', 'C', 'D']}",C
"When sodium hydroxide reacts with a copper nitrate solution, the reaction vessel needs to be kept on ice to slow down the reaction. What best describes this reaction?","{'text': ['an exothermic reaction that absorbs energy', 'an exothermic reaction that releases energy', 'an endothermic reaction that absorbs energy', 'an endothermic reaction that releases energy'], 'label': ['A', 'B', 'C', 'D']}",B
Scientists measured the patterns of spectral lines given off by distant galaxies and concluded that almost all of these galaxies are moving away from Earth. What did the scientists observe directly?,"{'text': ['a shift toward longer wavelengths of light', 'a shift toward shorter wavelengths of light', 'the absence of wavelengths in the visible light range', 'the compression of wavelengths in the visible light range'], 'label': ['A', 'B', 'C', 'D']}",A
